Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA
1,1,1,0,1,CL5,1,1,0,1,0,0,1,1,1,1,1,1
1,1,0,1,1,CL6,1,1,1,1,0,1,1,1,0,1,1,1
1,1,0,1,1,CL6,1,1,0,1,1,0,0,1,1,1,0,0
1,1,0,1,1,CL3,1,1,1,1,1,0,0,1,1,1,1,0
1,0,0,0,1,CL6,1,0,0,0,0,0,0,0,0,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,CL3,1,0,0,1,0,1,1,1,1,1,0,0
1,1,0,1,1,CL2,1,0,0,0,0,0,0,0,1,0,0,1
1,1,0,1,1,CL3,1,1,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL4,1,1,0,1,1,1,1,1,0,1,1,1
1,1,0,0,1,CL6,1,1,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,1,1,1,1,1,1,0
1,0,0,0,1,CL3,1,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,1,CL3,1,0,0,0,0,0,0,1,0,0,1,0
1,1,1,1,1,CL6,1,1,1,1,1,0,1,0,1,1,1,1
1,1,1,1,1,CL3,0,1,1,0,1,0,1,1,0,1,1,0
1,0,1,0,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0
1,0,0,0,1,CL6,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,1,0,1,0
1,1,0,1,1,CL5,1,1,1,1,1,0,0,1,1,1,1,0
1,1,1,0,1,CL4,1,1,0,1,0,1,1,1,0,0,1,0
1,1,0,1,1,CL2,1,1,1,0,1,0,0,1,1,1,1,0
1,1,1,1,1,CL6,1,1,1,1,1,0,0,1,1,1,1,1
1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL6,1,1,1,1,0,0,1,0,1,1,1,0
1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,1
1,1,1,0,1,CL4,1,0,0,0,0,0,1,0,1,1,1,1
1,0,0,1,1,CL5,1,1,0,1,0,0,1,1,0,1,1,1
1,0,0,0,1,CL5,1,1,0,0,0,0,1,0,0,1,1,0
1,1,1,1,1,CL3,1,1,0,0,1,0,1,1,1,1,1,1
1,1,0,0,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0
1,1,0,0,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0
1,0,0,1,1,CL4,1,1,0,1,0,1,0,1,1,1,1,0
1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0
1,0,0,0,1,CL6,1,0,0,1,0,0,1,1,0,0,1,0
1,0,0,0,1,CL1,1,0,0,1,0,0,1,1,0,0,1,0
0,1,0,1,1,CL6,1,0,0,1,0,0,1,0,1,1,0,0
1,1,1,1,1,CL3,1,1,0,1,0,0,1,1,0,1,1,0
1,1,1,1,1,CL6,1,1,1,0,0,0,0,1,0,1,1,0
1,1,1,1,1,CL6,1,1,1,1,0,1,1,1,1,1,1,1
1,0,0,1,1,CL6,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,CL5,1,1,0,1,0,0,1,0,1,0,1,1
1,1,0,1,1,CL5,1,1,1,0,1,1,0,1,1,1,1,1
1,1,0,1,1,CL6,1,1,0,1,0,0,1,1,1,1,1,1
1,1,1,0,1,CL6,1,1,0,1,0,0,1,0,0,1,1,0
1,1,0,1,1,CL6,1,1,0,1,1,0,1,1,1,1,0,0
1,0,0,1,1,CL6,1,1,1,1,0,0,1,1,1,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,0,1,0,1,0,1,0
1,1,0,1,1,CL4,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,CL6,1,1,1,1,1,0,1,0,1,1,1,1
1,1,1,1,1,CL6,1,1,0,1,0,0,1,0,1,1,1,0
1,1,0,1,1,CL4,1,1,0,1,1,0,0,1,0,1,1,1
1,1,1,1,1,CL5,1,1,0,1,0,1,1,1,0,1,1,0
1,1,0,1,1,CL6,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,1,1,CL6,1,0,0,1,0,1,1,1,0,1,1,0
1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,0,1,1,1
1,0,1,1,1,CL2,1,1,0,1,0,0,1,0,0,0,1,0
1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0
1,1,1,1,1,CL3,1,1,0,1,1,1,1,1,1,1,1,0
1,0,1,0,1,CL4,1,0,0,0,0,0,1,1,0,0,0,0
1,1,1,1,1,CL6,1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,CL6,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,1,CL4,1,0,0,0,0,0,0,1,0,1,1,0
1,0,0,1,1,CL6,1,0,0,0,0,1,1,0,1,0,1,1
1,1,0,1,1,CL5,1,0,1,0,0,0,1,0,1,0,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,1,CL4,1,0,0,0,0,0,1,0,1,1,1,0
1,1,1,1,1,CL3,1,1,0,1,0,0,1,1,0,1,1,1
1,1,0,1,1,CL3,1,0,0,1,0,1,1,0,0,0,1,0
1,0,1,1,1,CL3,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,CL6,1,1,0,1,0,0,1,0,0,0,1,0
1,1,0,1,1,CL4,1,1,1,0,1,0,1,1,1,1,1,1
1,1,0,1,1,CL5,1,1,0,1,0,1,1,1,1,1,1,0
1,1,0,1,1,CL3,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,CL4,1,1,1,1,1,0,1,1,1,1,1,0
1,0,0,0,1,CL6,1,0,0,0,0,0,0,0,0,1,1,0
1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,0,1,CL3,1,1,0,0,0,0,0,0,0,1,1,0
0,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,0,1
1,1,0,0,1,CL5,1,1,0,0,1,0,1,0,0,0,1,0
1,1,0,1,1,CL6,1,0,0,0,0,0,1,0,1,1,1,1
1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL5,1,0,0,0,0,0,1,1,0,1,1,0
1,1,0,0,1,CL5,1,0,0,0,0,0,1,0,1,0,1,0
1,1,0,1,1,CL3,1,0,0,1,0,0,1,1,1,1,1,1
1,0,0,0,1,CL4,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,1,CL2,1,0,0,1,1,0,0,1,1,1,0,1
1,1,1,1,1,CL3,1,1,1,1,1,1,0,1,0,1,1,1
1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,CL2,1,1,0,1,0,1,0,1,0,1,1,1
1,1,0,0,1,CL6,1,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1,CL2,1,1,1,1,1,0,1,1,1,1,1,1
1,1,0,0,1,CL6,1,1,0,0,0,0,1,1,0,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,0,1,0,0,0,1,1
1,1,1,0,1,CL3,1,1,0,1,0,1,1,0,0,0,1,0
1,0,1,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,1
1,1,0,1,1,CL4,1,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,1,CL6,1,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,CL3,1,0,0,0,0,0,1,0,0,0,1,1
1,1,0,1,1,CL6,1,1,0,1,0,0,1,0,1,0,1,1
1,1,0,1,1,CL1,1,1,0,1,0,0,0,1,0,1,1,1
1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,CL5,1,1,1,1,0,1,1,1,0,1,1,0
1,0,0,0,1,CL3,1,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,CL5,1,1,0,0,0,1,1,0,1,1,1,0
1,0,0,1,1,CL3,1,1,0,1,1,1,1,1,1,0,0,1
1,1,0,1,1,CL3,1,1,0,1,0,1,1,1,1,0,1,1
1,0,0,1,1,CL6,1,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1,CL5,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,CL5,1,1,0,1,0,1,1,1,0,1,1,1
1,1,1,1,1,CL5,1,1,0,1,0,0,0,0,1,0,1,1
1,0,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,1
1,1,0,1,1,CL5,1,1,0,1,1,0,1,1,1,1,1,0
1,0,0,1,1,CL6,1,1,0,1,0,0,1,1,0,1,1,0
1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,0,1,1,1
1,1,1,1,1,CL5,1,1,1,1,0,0,1,0,1,1,1,1
1,1,0,1,1,CL4,1,1,0,0,0,0,1,1,1,1,1,1
1,1,0,1,1,CL6,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,1,CL5,1,0,0,1,0,0,1,1,1,0,1,0
1,1,1,0,1,CL1,1,1,0,0,1,0,0,1,0,1,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,CL4,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,1,CL6,1,1,1,1,0,0,0,1,0,1,1,1
1,1,1,1,1,CL6,1,1,0,1,0,0,1,1,0,1,1,1
1,0,0,0,1,CL6,1,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,CL6,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL2,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,1,CL3,1,1,0,1,0,0,1,0,0,0,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL6,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,CL3,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL2,1,0,0,0,0,0,1,0,0,1,1,0
1,0,0,0,1,CL0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,CL2,1,0,0,1,0,1,1,0,0,1,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,CL3,1,1,0,1,0,1,0,1,0,1,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,CL0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,1,CL5,1,1,0,0,0,0,0,0,0,1,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,CL3,1,1,0,1,0,0,1,1,1,1,1,0
1,1,1,0,1,CL3,1,1,0,1,0,0,1,1,0,1,0,1
1,1,0,1,1,CL4,1,1,0,1,0,0,0,0,0,0,1,0
1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,CL5,1,0,0,1,0,1,1,0,0,0,1,0
1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,CL5,1,0,0,0,0,0,1,0,0,1,0,0
1,1,1,0,1,CL5,1,1,0,0,0,0,0,0,0,1,1,0
1,1,0,0,1,CL5,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0
1,0,1,0,1,CL6,1,1,0,1,0,0,0,1,0,0,1,0
1,0,0,0,1,CL4,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,CL5,1,1,0,1,0,1,1,1,0,1,1,0
1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,CL6,1,1,0,1,1,1,0,1,1,1,1,1
1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,0,1,1,0
1,1,1,1,1,CL5,1,1,0,1,0,1,1,1,0,0,1,0
1,1,1,1,1,CL1,1,1,0,1,1,1,0,1,1,1,1,1
1,0,0,1,1,CL3,1,0,0,1,0,0,1,1,0,1,0,0
1,1,0,1,1,CL3,1,1,0,1,0,0,0,1,1,1,1,0
1,0,1,1,1,CL6,1,1,0,1,0,1,1,1,1,1,1,1
1,0,0,0,1,CL6,1,0,0,0,0,0,1,1,1,1,1,0
1,1,1,1,1,CL6,1,1,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL6,1,0,0,1,0,0,1,1,1,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,0,0,1,1,1,1,1
1,1,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0
1,1,1,0,1,CL2,1,1,0,1,0,1,1,0,0,0,1,0
1,1,0,1,1,CL2,1,1,0,0,1,1,1,1,1,1,1,0
1,1,0,1,1,CL3,1,1,1,1,0,1,1,1,1,1,1,0
1,1,1,1,1,CL3,1,1,0,1,0,1,1,0,0,1,1,0
1,1,1,1,1,CL6,1,1,1,1,0,1,1,1,0,1,1,1
1,1,1,1,1,CL5,1,1,0,1,1,0,1,0,1,1,1,1
1,1,0,1,1,CL3,1,1,1,0,0,0,0,1,0,1,1,0
1,1,0,1,1,CL6,1,1,1,1,1,0,1,1,1,1,1,0
1,1,0,1,1,CL6,1,1,1,1,0,0,1,1,1,1,1,1
1,0,0,0,1,CL5,1,0,0,0,0,1,1,1,1,1,1,0
1,1,1,1,1,CL5,1,1,1,1,1,1,1,1,0,1,1,1
1,0,0,1,1,CL3,0,1,0,1,1,0,0,1,1,1,1,0
1,1,1,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,1
1,1,0,1,1,CL5,1,0,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL3,1,1,0,0,0,0,1,0,1,0,1,1
1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,0
1,1,0,1,1,CL5,1,1,1,1,1,0,1,0,1,1,1,1
1,1,0,1,1,CL6,1,0,0,1,0,0,0,0,0,0,1,1
1,1,0,1,1,CL4,0,1,1,0,1,1,1,1,1,1,1,1
1,1,0,1,1,CL4,1,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1,CL1,1,1,0,1,0,0,0,1,0,1,1,0
1,1,1,0,1,CL4,1,1,0,1,0,0,1,0,0,0,1,0
1,1,0,1,1,CL6,1,0,0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,CL2,1,1,0,1,0,0,0,1,0,1,0,0
1,1,1,1,1,CL3,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,CL6,1,1,0,1,1,1,0,1,0,1,1,0
1,1,1,1,1,CL4,1,1,1,1,1,1,1,1,0,1,1,1
1,1,0,1,1,CL6,1,1,1,0,1,0,1,0,0,0,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,CL4,1,0,0,0,0,0,1,1,1,0,1,0
1,1,1,0,1,CL6,1,1,0,1,0,1,1,1,0,0,1,0
1,1,1,1,1,CL5,1,0,0,1,0,1,1,0,0,1,1,0
1,1,0,1,1,CL2,1,1,0,1,0,0,1,0,0,0,1,0
1,1,0,0,1,CL6,1,1,0,1,0,1,1,0,0,0,1,0
1,1,1,1,1,CL6,1,1,0,0,0,0,1,1,0,1,1,1
1,1,1,1,1,CL3,1,1,0,1,0,0,1,1,0,1,1,0
1,1,0,0,1,CL5,1,1,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL5,1,1,0,1,1,0,1,1,1,1,1,0
1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,CL2,1,1,0,1,0,0,1,1,0,1,1,0
1,0,0,1,1,CL5,1,0,0,0,0,0,1,0,1,1,1,0
1,0,0,0,1,CL3,1,1,0,1,0,1,1,0,0,1,1,1
1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0
1,1,0,0,1,CL6,1,0,0,0,0,0,1,0,1,1,1,0
1,1,1,1,1,CL2,1,1,0,0,0,1,0,1,1,1,1,0
1,0,0,0,1,CL3,1,1,0,1,1,1,0,1,0,1,1,0
1,0,0,1,1,CL6,1,0,0,0,0,0,0,1,1,1,1,1
1,1,0,1,1,CL6,1,1,0,1,1,1,1,0,1,1,1,1
1,0,0,1,1,CL6,1,0,0,1,0,0,1,1,0,0,1,1
1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,0
1,1,0,0,1,CL4,1,0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,1,CL4,1,0,0,1,0,0,1,1,1,1,0,0
1,1,0,1,1,CL3,1,1,0,1,0,0,1,0,1,0,0,0
1,0,0,1,1,CL2,1,1,0,1,0,0,0,1,0,1,0,0
1,1,0,1,1,CL4,1,1,0,1,1,1,1,1,1,0,1,1
0,1,0,1,1,CL6,1,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,1,CL6,1,0,0,1,0,1,1,1,0,1,0,0
1,1,1,1,1,CL4,1,1,0,0,0,0,0,1,1,1,1,0
1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,1,1,1,0
1,1,0,1,1,CL6,1,0,0,1,0,1,1,1,0,1,0,0
1,1,0,1,1,CL5,1,1,0,0,0,0,0,1,1,0,1,1
1,1,0,1,1,CL5,1,0,0,1,1,0,1,0,1,0,1,1
1,0,0,1,1,CL4,1,0,0,1,0,0,1,0,0,1,1,0
1,0,1,0,1,CL3,1,0,0,0,0,0,1,0,0,0,1,1
1,1,1,1,1,CL6,1,1,1,1,1,1,1,1,0,1,1,0
1,1,0,0,1,CL6,1,1,0,1,0,0,1,0,0,1,1,0
1,0,0,0,1,CL5,1,1,0,1,0,0,1,1,0,0,1,0
1,1,1,0,1,CL0,1,0,0,0,0,1,1,0,1,0,1,0
1,1,1,1,1,CL6,1,1,1,1,0,1,0,0,0,1,1,0
1,1,0,0,1,CL5,1,0,0,1,0,0,1,1,0,0,1,0
1,1,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,CL2,1,0,0,1,0,0,1,1,0,1,1,0
1,1,0,0,1,CL6,1,1,0,1,0,0,1,0,0,1,1,0
0,1,0,0,1,CL0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,1,CL6,1,1,0,1,0,0,0,0,1,1,1,0
1,0,0,0,1,CL4,1,0,0,0,0,0,1,0,0,1,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,CL6,1,1,0,1,1,0,1,1,1,1,1,0
1,0,0,0,1,CL6,1,0,0,1,0,1,1,1,1,1,1,0
1,1,0,1,1,CL6,0,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,CL6,1,1,0,1,0,0,1,1,1,1,1,1
1,0,0,0,1,CL4,1,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,CL6,1,1,1,0,1,0,1,1,0,1,0,0
1,1,0,0,1,CL3,1,0,1,1,0,1,1,1,0,1,1,0
1,1,1,1,1,CL3,1,1,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,CL6,1,0,0,0,0,0,1,0,0,1,1,0
1,0,0,0,1,CL3,1,0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,1,CL3,1,1,0,1,0,0,1,0,0,0,1,1
1,1,1,1,1,CL6,1,0,1,1,0,1,1,1,0,1,1,1
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,CL6,1,1,0,1,1,0,1,1,1,1,1,0
1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,0,1,0,0
1,1,1,1,1,CL5,1,1,0,1,0,0,1,1,0,1,1,0
1,1,0,1,1,CL5,1,1,0,1,0,1,0,1,1,1,1,0
1,0,0,1,1,CL3,1,0,0,0,0,1,0,1,0,1,1,0
1,1,0,1,1,CL5,1,1,0,1,1,0,1,0,1,1,1,1
1,1,0,1,1,CL6,1,1,0,1,0,0,1,1,0,1,1,1
1,1,0,1,1,CL6,1,1,1,1,0,1,1,1,1,1,1,0
1,0,1,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,CL3,1,0,0,1,0,0,1,0,1,1,0,0
1,1,0,1,1,CL5,1,1,0,1,0,0,1,0,0,1,1,1
1,1,0,1,1,CL6,1,1,1,1,0,1,1,1,1,1,1,0
1,1,0,1,1,CL3,1,1,1,1,1,0,1,1,0,1,1,1
1,0,0,0,1,CL5,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,1,1,CL6,1,1,1,1,0,1,1,1,1,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,0,0,1,0,0,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,CL4,1,1,0,1,0,1,1,0,1,1,1,0
1,1,0,1,1,CL6,1,1,0,1,0,0,0,1,1,1,1,0
1,1,1,1,1,CL1,1,1,0,1,0,0,0,1,0,1,1,1
1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,CL6,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,CL6,1,1,1,1,0,0,1,1,0,1,1,1
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,CL1,1,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,CL1,1,1,0,1,0,0,0,1,0,0,1,1
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,1,CL2,1,0,0,1,0,0,0,0,0,1,1,1
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,CL1,1,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0
